,,Report Time (dynamic),2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06
Country Name,Store Shopping Mission,Brand Name,Selection,Active Merchants,"Δ %, Active Merchants PP",Merchant Availability Rate,"Δ ppt, Merchant Availability Rate PP",SKU Availability,"Δ ppt, SKU Availability PP",Value,"Eater Frees, AOV %","Δ %, Eater Fees, AOV % PP","Item-Level Promo, GMV %","Δ %, Item-Level Promo Share PP","Campaigns Discount, GMV %","Δ %, Campaigns Promo Share PP",Orders with Delivery Fee Campaign,"Δ ppt, Orders with Delivery Fee Campaign PP",Service,"Not-delivered orders, %","Δ ppt, Not-Delivered Orders PP","Total Delivery Time, min","Δ %, Total Delivery Time PP",Late Delivery (10+min) Rate,"Δ ppt, Late Delivery (10+min) Rate PP",Order Defect Rate,"Δ ppt, Order Defect Rate PP",Order Replacement Rate,"Δ ppt, Order Replacement Rate PP",CS Ticket Order Rate,"Δ ppt, CS Ticket Rate PP",Selection,Active Merchants,"Δ %, Active Merchants PP",Merchant Availability Rate,"Δ ppt, Merchant Availability Rate PP",SKU Availability,"Δ ppt, SKU Availability PP",Value,"Eater Frees, AOV %","Δ %, Eater Fees, AOV % PP","Item-Level Promo, GMV %","Δ %, Item-Level Promo Share PP","Campaigns Discount, GMV %","Δ %, Campaigns Promo Share PP",Orders with Delivery Fee Campaign,"Δ ppt, Orders with Delivery Fee Campaign PP",Service,"Not-delivered orders, %","Δ ppt, Not-Delivered Orders PP","Total Delivery Time, min","Δ %, Total Delivery Time PP",Late Delivery (10+min) Rate,"Δ ppt, Late Delivery (10+min) Rate PP",Order Defect Rate,"Δ ppt, Order Defect Rate PP",Order Replacement Rate,"Δ ppt, Order Replacement Rate PP",CS Ticket Order Rate,"Δ ppt, CS Ticket Rate PP",Selection,Active Merchants,"Δ %, Active Merchants PP",Merchant Availability Rate,"Δ ppt, Merchant Availability Rate PP",SKU Availability,"Δ ppt, SKU Availability PP",Value,"Eater Frees, AOV %","Δ %, Eater Fees, AOV % PP","Item-Level Promo, GMV %","Δ %, Item-Level Promo Share PP","Campaigns Discount, GMV %","Δ %, Campaigns Promo Share PP",Orders with Delivery Fee Campaign,"Δ ppt, Orders with Delivery Fee Campaign PP",Service,"Not-delivered orders, %","Δ ppt, Not-Delivered Orders PP","Total Delivery Time, min","Δ %, Total Delivery Time PP",Late Delivery (10+min) Rate,"Δ ppt, Late Delivery (10+min) Rate PP",Order Defect Rate,"Δ ppt, Order Defect Rate PP",Order Replacement Rate,"Δ ppt, Order Replacement Rate PP",CS Ticket Order Rate,"Δ ppt, CS Ticket Rate PP"
Ukraine,Alcohol Stores,PYVNA 2 LITRA,205.240478516,1,0%,92%,-4.4,,,205.240478516,19%,0.2,0%,0.,0%,0.,0%,0.,205.240478516,0%,0.,20,-23%,0%,0.,0%,0.,,,0%,0.,97.182090759,1,0%,97%,1.,,,97.182090759,19%,10.3,0%,0.,0%,0.,0%,0.,97.182090759,0%,0.,26,41%,0%,0.,0%,0.,,,0%,-33.3,77.729064941,1,,96%,,,,77.729064941,8%,,0%,,0%,,0%,,77.729064941,0%,,18,,0%,,0%,,,,33%,
Ukraine,Alcohol Stores,PORTAL PUB,201.08782959,1,0%,88%,-1.4,,,201.08782959,6%,-2.2,70%,-7.4,14%,0.1,25%,25.,201.08782959,0%,0.,23,-27%,0%,0.,0%,0.,,,0%,0.,134.27053833,1,0%,89%,2.2,,,134.27053833,8%,1.1,77%,-23.1,14%,-4.5,0%,0.,134.27053833,0%,0.,31,19%,0%,0.,0%,0.,,,0%,0.,137.462890625,1,,87%,,,,137.462890625,7%,,100%,,19%,,0%,,137.462890625,0%,,26,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,BEERCO,199.366699219,1,0%,94%,-5.,,,199.366699219,21%,-6.,23%,22.9,15%,15.5,53%,53.3,199.366699219,6%,6.3,29,4%,13%,12.5,0%,0.,,,0%,0.,28.024150848,1,0%,99%,5.6,,,28.024150848,27%,4.9,0%,0.,0%,0.,0%,0.,28.024150848,0%,0.,28,26%,0%,0.,0%,0.,,,0%,0.,46.542041779,1,,94%,,,,46.542041779,23%,,0%,,0%,,0%,,46.542041779,0%,,22,,0%,,0%,,,,0%,
Ukraine,Specialty Stores,SINEMA SITI,193.327697754,1,0%,93%,-6.9,,,193.327697754,20%,-1.4,0%,0.,0%,0.,0%,0.,193.327697754,17%,17.4,31,-9%,9%,-12.7,0%,0.,,,0%,0.,139.689971924,1,0%,100%,84.7,,,139.689971924,21%,-30.,0%,0.,0%,0.,0%,0.,139.689971924,0%,0.,34,38%,21%,21.4,0%,0.,,,0%,0.,15.433984756,1,,15%,,,,15.433984756,51%,,0%,,0%,,0%,,15.433984756,0%,,25,,0%,,0%,,,,0%,
Ukraine,Flower Shops,SELINA FLOWERS,183.121994019,1,0%,91%,9.,,,183.121994019,6%,1.5,9%,9.4,5%,5.3,33%,33.3,183.121994019,25%,25.,30,-24%,0%,0.,0%,0.,,,0%,-25.,360.323577881,1,0%,82%,2.1,,,360.323577881,5%,,0%,,0%,,0%,,360.323577881,0%,-100.,39,,0%,0.,0%,,,,25%,25.,0,1,,80%,,,,0,,,,,,,,,0,100%,,,,0%,,,,,,0%,
Ukraine,Alcohol Stores,KHMILNIY BOB,180.934112549,1,0%,97%,-2.2,,,180.934112549,24%,5.3,11%,10.8,7%,7.,0%,0.,180.934112549,0%,-11.1,50,100%,0%,0.,0%,0.,,,0%,0.,51.094074249,1,0%,99%,-0.5,,,51.094074249,18%,-1.3,0%,0.,0%,0.,0%,0.,51.094074249,11%,0.,25,-53%,0%,-22.2,0%,0.,,,0%,-11.1,55.228408813,1,,100%,,,,55.228408813,20%,,0%,,0%,,0%,,55.228408813,11%,,54,,22%,,0%,,,,11%,
Ukraine,Tobacco Stores,CLOUD_HUB,178.898696899,1,,30%,,,,178.898696899,20%,,0%,,3%,,29%,,178.898696899,11%,,29,,0%,,0%,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Alcohol Stores,PYVANDR,176.676780701,3,0%,93%,-6.2,,,176.676780701,17%,-5.1,17%,13.8,9%,8.2,10%,10.,176.676780701,5%,1.5,52,129%,5%,-4.9,0%,0.,,,5%,-0.1,480.434310913,3,0%,99%,0.5,,,480.434310913,22%,1.8,3%,-4.4,1%,-2.1,0%,-1.3,480.434310913,3%,3.2,23,-0%,10%,-2.,0%,0.,,,5%,2.2,644.618209839,3,,98%,,,,644.618209839,20%,,7%,,3%,,1%,,644.618209839,0%,,23,,12%,,0%,,,,3%,
Ukraine,Alcohol Stores,BROVARNIA PYVNA LEHENDA,175.820263386,4,0%,80%,15.5,,,175.820263386,20%,3.5,21%,-1.3,6%,0.1,5%,-2.4,175.820263386,5%,-8.3,28,5%,10%,10.,0%,0.,,,0%,-6.7,177.655457497,4,0%,65%,2.6,,,177.655457497,16%,-1.,22%,20.3,6%,5.7,8%,7.7,177.655457497,13%,13.3,26,6%,0%,0.,0%,0.,,,7%,6.7,214.321380615,4,,62%,,,,214.321380615,17%,,2%,,0%,,0%,,214.321380615,0%,,25,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,BRATER BAR,175.628463745,1,0%,94%,1.3,,,175.628463745,15%,-8.2,3%,3.3,2%,2.4,14%,14.3,175.628463745,0%,0.,23,-16%,0%,0.,0%,0.,,,0%,-4.8,224.470108032,1,0%,92%,0.1,,,224.470108032,23%,5.6,0%,0.,0%,0.,0%,0.,224.470108032,0%,0.,27,24%,0%,0.,0%,0.,,,5%,4.8,143.331604004,1,,92%,,,,143.331604004,18%,,0%,,0%,,0%,,143.331604004,0%,,22,,0%,,0%,,,,0%,
Ukraine,Flower Shops,UKRAINE FLOWERS,161.281440735,2,-33%,84%,22.3,,,161.281440735,9%,2.2,17%,16.7,5%,5.4,20%,20.,161.281440735,0%,-20.,42,-13%,0%,-20.,0%,0.,,,0%,0.,140.260223389,3,50%,62%,-10.7,,,140.260223389,7%,-5.6,0%,0.,0%,0.,0%,0.,140.260223389,20%,20.,48,-78%,20%,20.,0%,0.,,,0%,-33.3,78.147750854,2,,72%,,,,78.147750854,13%,,0%,,0%,,0%,,78.147750854,0%,,222,,0%,,0%,,,,33%,
Ukraine,Alcohol Stores,MAHAZYN ROZLYVNOHO PYVA BAVARIA,158.294906616,1,0%,98%,-0.5,,,158.294906616,22%,7.4,0%,0.,1%,0.9,6%,5.9,158.294906616,0%,0.,22,-1%,12%,11.8,0%,0.,,,0%,0.,214.439834595,1,0%,98%,2.1,,,214.439834595,15%,-3.2,0%,-16.4,0%,-5.5,0%,0.,214.439834595,0%,0.,22,-3%,0%,-6.7,0%,0.,,,0%,0.,175.847763062,1,,96%,,,,175.847763062,18%,,16%,,6%,,0%,,175.847763062,0%,,23,,7%,,0%,,,,0%,
Ukraine,Alcohol Stores,BERLIN,156.514968872,1,0%,95%,4.8,,,156.514968872,25%,-6.4,0%,0.,7%,6.7,35%,35.3,156.514968872,6%,-3.5,27,14%,17%,12.1,0%,0.,,,0%,-18.2,139.26260376,1,0%,91%,-1.,,,139.26260376,32%,6.1,0%,-35.9,0%,-6.9,0%,-13.3,139.26260376,9%,2.8,24,-10%,5%,-1.7,0%,0.,,,18%,18.2,115.200508118,1,,92%,,,,115.200508118,25%,,36%,,7%,,13%,,115.200508118,6%,,26,,6%,,0%,,,,0%,
Ukraine,Alcohol Stores,BEERWIEL,154.601425171,1,-50%,26%,-68.3,,,154.601425171,13%,-1.3,85%,-0.6,25%,0.7,100%,0.,154.601425171,0%,-4.8,33,10%,0%,-2.4,0%,0.,,,7%,4.8,384.024295807,2,0%,94%,0.5,,,384.024295807,15%,-2.2,85%,3.3,25%,2.5,100%,0.,384.024295807,5%,-6.3,30,-3%,2%,-3.2,0%,0.,,,2%,-3.2,287.242113113,2,,94%,,,,287.242113113,17%,,82%,,22%,,100%,,287.242113113,11%,,31,,6%,,0%,,,,6%,
Ukraine,Alcohol Stores,SMAK PYVA,153.390411377,1,0%,96%,1.5,,,153.390411377,19%,-38.4,6%,6.4,3%,3.3,17%,16.7,153.390411377,8%,-25.6,27,-30%,0%,-16.7,0%,0.,,,0%,0.,30.819005966,1,0%,95%,-1.3,,,30.819005966,57%,,0%,,0%,,0%,,30.819005966,33%,,39,,17%,,0%,,,,0%,,0,1,,96%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,APIVAS,152.464920044,1,0%,90%,-2.5,,,152.464920044,12%,-0.6,27%,-5.5,9%,4.,0%,0.,152.464920044,11%,11.1,27,17%,11%,7.7,0%,0.,,,6%,-1.3,288.470794678,1,0%,92%,-6.3,,,288.470794678,12%,-5.3,33%,6.8,5%,0.8,0%,0.,288.470794678,0%,-2.7,23,-4%,3%,3.4,0%,0.,,,7%,6.9,238.0990448,1,,99%,,,,238.0990448,17%,,26%,,4%,,0%,,238.0990448,3%,,24,,0%,,0%,,,,0%,
Ukraine,Flower Shops,LIME FLOWERS&DECOR,143.645370483,1,0%,97%,-2.5,,,143.645370483,13%,4.4,0%,0.,2%,1.9,25%,25.,143.645370483,0%,-14.3,113,-52%,0%,0.,0%,0.,,,0%,0.,164.294937134,1,0%,100%,0.5,,,164.294937134,9%,-5.7,0%,0.,0%,0.,0%,0.,164.294937134,14%,6.,236,26%,0%,0.,0%,0.,,,0%,0.,187.158950806,1,,99%,,,,187.158950806,15%,,0%,,0%,,0%,,187.158950806,8%,,187,,0%,,0%,,,,0%,
Ukraine,Flower Shops,LAVANDA FLOWERS,143.063079834,1,0%,86%,78.4,,,143.063079834,4%,0.4,0%,0.,0%,0.,0%,0.,143.063079834,0%,0.,332,922%,0%,0.,0%,0.,,,0%,0.,75.748046875,1,0%,8%,-23.9,,,75.748046875,4%,,0%,,0%,,0%,,75.748046875,0%,,32,,0%,,0%,,,,0%,,0,1,,32%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Specialty Stores,SWEET HOUSE,141.502258301,1,0%,100%,0.5,,,141.502258301,12%,3.5,64%,12.4,31%,20.6,50%,16.7,141.502258301,0%,0.,111,205%,0%,0.,0%,0.,,,0%,0.,103.122062683,1,0%,100%,-0.5,,,103.122062683,8%,-12.2,52%,51.7,11%,10.7,33%,33.3,103.122062683,0%,0.,37,-15%,0%,0.,0%,0.,,,0%,0.,41.416664124,1,,100%,,,,41.416664124,21%,,0%,,0%,,0%,,41.416664124,0%,,43,,0%,,0%,,,,0%,
Ukraine,Flower Shops,MILANO FLOWERS,130.518722534,2,0%,69%,-4.8,,,130.518722534,16%,11.9,17%,17.3,7%,6.9,20%,20.,130.518722534,0%,0.,32,-15%,0%,0.,0%,0.,,,20%,3.3,413.271255493,2,0%,74%,2.9,,,413.271255493,4%,-4.5,0%,0.,0%,0.,0%,0.,413.271255493,0%,0.,38,20%,0%,0.,0%,0.,,,17%,16.7,103.375152588,2,,71%,,,,103.375152588,9%,,0%,,0%,,0%,,103.375152588,0%,,32,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,PYVO BAZA,117.847305298,1,0%,82%,10.7,,,117.847305298,22%,3.3,22%,21.7,7%,6.9,17%,16.7,117.847305298,0%,0.,27,33%,8%,8.3,0%,0.,,,0%,0.,70.842971802,1,0%,71%,-17.2,,,70.842971802,19%,1.8,0%,-32.5,0%,-9.6,0%,-10.,70.842971802,0%,-9.1,20,-0%,0%,0.,0%,0.,,,0%,-9.1,100.653312683,1,,89%,,,,100.653312683,17%,,32%,,10%,,10%,,100.653312683,9%,,20,,0%,,0%,,,,9%,
Ukraine,Alcohol Stores,BEER TIME,116.606864929,1,0%,84%,-15.6,,,116.606864929,23%,-0.2,0%,0.,1%,1.,9%,9.1,116.606864929,31%,9.,23,8%,0%,0.,0%,0.,,,0%,-11.1,69.804168701,1,0%,99%,6.9,,,69.804168701,23%,-1.,0%,0.,0%,0.,0%,0.,69.804168701,22%,-2.8,21,-31%,0%,-12.5,0%,0.,,,11%,11.1,59.158634186,1,,92%,,,,59.158634186,24%,,0%,,0%,,0%,,59.158634186,25%,,31,,13%,,0%,,,,0%,
Ukraine,Alcohol Stores,YOY_CHE,111.735839844,1,0%,58%,12.1,,,111.735839844,18%,4.7,100%,0.,33%,8.3,100%,0.,111.735839844,0%,-12.5,38,23%,27%,27.3,0%,0.,,,18%,18.2,84.806785583,1,-50%,46%,-8.5,,,84.806785583,13%,2.5,100%,39.,25%,12.3,100%,50.,84.806785583,13%,-7.5,31,-9%,0%,-20.,0%,0.,,,0%,-20.,52.367900848,2,,54%,,,,52.367900848,11%,,61%,,12%,,50%,,52.367900848,20%,,34,,20%,,0%,,,,20%,
Ukraine,Flower Shops,LILIUM STUDIO,109.475791931,1,0%,100%,0.9,,,109.475791931,18%,9.7,0%,0.,1%,-1.1,20%,-35.6,109.475791931,0%,0.,30,-28%,0%,0.,0%,0.,,,0%,0.,391.920318604,1,0%,99%,0.4,,,391.920318604,9%,-4.8,0%,0.,2%,-3.5,56%,-44.4,391.920318604,0%,0.,42,56%,0%,0.,0%,0.,,,0%,0.,82.19102478,1,,99%,,,,82.19102478,13%,,0%,,5%,,100%,,82.19102478,0%,,27,,0%,,0%,,,,0%,
Ukraine,,TOCHKA,105.698280334,1,0%,97%,1.7,,,105.698280334,20%,1.7,0%,0.,0%,0.,0%,0.,105.698280334,0%,0.,19,-41%,0%,-18.2,0%,0.,,,0%,0.,115.966911316,1,0%,96%,-0.9,,,115.966911316,18%,-3.4,0%,0.,0%,0.,0%,0.,115.966911316,0%,0.,31,16%,18%,12.9,0%,0.,,,0%,0.,179.729858398,1,,96%,,,,179.729858398,21%,,0%,,0%,,0%,,179.729858398,0%,,27,,5%,,0%,,,,0%,
Ukraine,Specialty Stores,CBD LOVER,101.049560547,1,0%,99%,0.6,,,101.049560547,14%,0.1,100%,100.,18%,17.5,0%,0.,101.049560547,0%,0.,28,-7%,11%,11.1,0%,0.,,,11%,11.1,23.859809875,1,0%,99%,-0.3,,,23.859809875,14%,-0.8,0%,0.,0%,0.,0%,0.,23.859809875,0%,0.,30,114%,0%,0.,0%,0.,,,0%,0.,19.889989853,1,,99%,,,,19.889989853,15%,,0%,,0%,,0%,,19.889989853,0%,,14,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,DNEPR.YACHT,98.667915344,1,0%,91%,0.6,,,98.667915344,22%,-0.8,10%,10.1,5%,5.5,40%,40.,98.667915344,17%,16.7,37,6%,8%,8.3,0%,0.,,,8%,8.3,58.810710907,1,0%,90%,-7.7,,,58.810710907,23%,5.3,0%,0.,0%,0.,0%,0.,58.810710907,0%,-10.,35,28%,0%,0.,0%,0.,,,0%,0.,86.547721863,1,,98%,,,,86.547721863,17%,,0%,,0%,,0%,,86.547721863,10%,,27,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,BEER MEN,97.230026245,1,0%,92%,-6.6,,,97.230026245,20%,-7.8,32%,-15.5,27%,12.1,71%,33.9,97.230026245,13%,12.5,41,32%,0%,0.,0%,0.,,,0%,0.,64.123878479,1,0%,99%,-0.2,,,64.123878479,28%,8.2,48%,17.4,15%,1.2,38%,-45.8,64.123878479,0%,-14.3,31,-33%,0%,-28.6,0%,0.,,,0%,0.,92.135467529,1,,99%,,,,92.135467529,19%,,30%,,14%,,83%,,92.135467529,14%,,46,,29%,,0%,,,,0%,
Ukraine,Alcohol Stores,PYVNI TRADYTSII,93.909751892,1,,71%,,,,93.909751892,20%,,36%,,18%,,29%,,93.909751892,13%,,35,,0%,,0%,,,,0%,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Grocery Stores,DAKS MARKET,91.105194092,1,0%,78%,-1.7,,,91.105194092,20%,4.9,56%,37.1,34%,28.5,44%,31.9,91.105194092,0%,-11.1,59,8%,11%,0.,0%,0.,,,22%,11.1,99.480033875,1,0%,80%,-5.3,,,99.480033875,15%,-0.1,19%,-55.2,5%,-24.6,13%,12.5,99.480033875,11%,4.9,55,-3%,11%,11.1,0%,0.,,,11%,11.1,154.249725342,1,,85%,,,,154.249725342,15%,,74%,,30%,,0%,,154.249725342,6%,,57,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,JUST BEER,89.149848938,1,0%,98%,0.9,,,89.149848938,15%,-4.2,18%,18.,9%,9.2,14%,14.3,89.149848938,0%,0.,26,-13%,0%,0.,0%,0.,,,0%,0.,64.485351563,1,0%,97%,-2.,,,64.485351563,19%,2.5,0%,0.,0%,0.,0%,0.,64.485351563,0%,0.,29,28%,0%,0.,0%,0.,,,0%,0.,59.85836792,1,,99%,,,,59.85836792,17%,,0%,,0%,,0%,,59.85836792,0%,,23,,0%,,0%,,,,0%,
Ukraine,Flower Shops,LOVE FLOWERS,87.212600708,1,0%,65%,-18.8,,,87.212600708,6%,-3.3,0%,-20.2,0%,-1.7,0%,0.,87.212600708,0%,-25.,42,17%,0%,0.,0%,0.,,,0%,0.,116.830879211,1,0%,84%,16.,,,116.830879211,10%,-25.8,20%,20.2,2%,1.7,0%,0.,116.830879211,25%,25.,35,-75%,0%,0.,0%,0.,,,0%,-33.3,41.741710663,1,,68%,,,,41.741710663,36%,,0%,,0%,,0%,,41.741710663,0%,,140,,0%,,0%,,,,33%,
Ukraine,Alcohol Stores,BIERWELLE,85.276390076,1,0%,75%,43.3,,,85.276390076,13%,,20%,,12%,,22%,,85.276390076,44%,-56.3,27,,0%,0.,0%,,,,13%,12.5,0,1,0%,32%,-52.,,,0,,,,,,,,,0,100%,42.9,,,0%,0.,,,,,0%,-14.3,22.608961105,1,,84%,,,,22.608961105,24%,,64%,,26%,,0%,,22.608961105,57%,,30,,0%,,0%,,,,14%,
Ukraine,Alcohol Stores,BEERWOLF,77.660224915,1,0%,97%,3.8,,,77.660224915,19%,-4.3,0%,0.,0%,0.,0%,0.,77.660224915,0%,0.,26,-13%,0%,0.,0%,0.,,,0%,0.,7.095116615,1,,93%,,,,7.095116615,24%,,0%,,0%,,0%,,7.095116615,0%,,30,,0%,,0%,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Flower Shops,FLORA DEN,72.264312744,1,,81%,,,,72.264312744,8%,,0%,,0%,,0%,,72.264312744,0%,,50,,50%,,0%,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Alcohol Stores,MAHAZYN BEER HAPPY,71.961130142,2,0%,96%,5.9,,,71.961130142,20%,-4.9,0%,0.,1%,1.1,22%,22.2,71.961130142,10%,10.,20,21%,0%,0.,0%,0.,,,0%,0.,98.052142143,2,0%,90%,5.2,,,98.052142143,25%,7.4,0%,0.,0%,0.,0%,0.,98.052142143,0%,0.,16,-16%,0%,-8.3,0%,0.,,,0%,0.,82.714525223,2,,85%,,,,82.714525223,18%,,0%,,0%,,0%,,82.714525223,0%,,19,,8%,,0%,,,,0%,
Ukraine,Flower Shops,ODA FLOWERS,69.523399353,3,-25%,72%,20.8,,,69.523399353,13%,4.9,0%,0.,3%,2.3,67%,9.5,69.523399353,0%,-12.5,81,-21%,0%,0.,0%,0.,,,0%,0.,292.267242432,4,-20%,51%,2.,,,292.267242432,8%,-20.4,0%,0.,1%,0.8,57%,57.1,292.267242432,13%,12.5,102,-8%,0%,0.,0%,0.,,,0%,-100.,16.751205444,5,,49%,,,,16.751205444,28%,,0%,,0%,,0%,,16.751205444,0%,,112,,0%,,0%,,,,100%,
Ukraine,Alcohol Stores,BEER BAR FRIENDS,64.024093628,1,0%,81%,8.,,,64.024093628,16%,0.7,0%,0.,3%,3.,33%,33.3,64.024093628,25%,25.,28,1%,0%,0.,0%,0.,,,0%,0.,30.780860901,1,0%,73%,-10.2,,,30.780860901,16%,2.7,0%,0.,0%,0.,0%,0.,30.780860901,0%,-25.,28,-9%,0%,0.,0%,0.,,,0%,0.,62.212852478,1,,83%,,,,62.212852478,13%,,0%,,0%,,0%,,62.212852478,25%,,30,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,BEERSTORE365,63.472042084,1,0%,100%,0.,,,63.472042084,11%,1.2,0%,0.,0%,0.,0%,0.,63.472042084,0%,0.,25,-37%,0%,0.,0%,0.,,,0%,0.,44.340545654,1,0%,100%,0.,,,44.340545654,9%,-0.2,0%,0.,0%,0.,0%,0.,44.340545654,0%,0.,40,47%,0%,0.,0%,0.,,,0%,0.,46.802444458,1,,100%,,,,46.802444458,10%,,0%,,0%,,0%,,46.802444458,0%,,27,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,PYVKO NA PISHCHANOMU,55.420135498,1,0%,80%,6.7,,,55.420135498,38%,-7.4,0%,0.,0%,0.,0%,0.,55.420135498,0%,0.,32,22%,13%,12.5,0%,0.,,,0%,0.,35.171791077,1,0%,73%,-19.6,,,35.171791077,45%,37.5,0%,0.,0%,0.,0%,0.,35.171791077,0%,0.,26,-14%,0%,0.,0%,0.,,,0%,0.,22.252561569,1,,93%,,,,22.252561569,8%,,0%,,0%,,0%,,22.252561569,0%,,31,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,GIGI BAR-BOUTIQUEGIGI BAR-BOUTIQUE,50.063568115,1,0%,88%,-7.2,,,50.063568115,10%,-7.1,19%,19.2,9%,8.7,0%,0.,50.063568115,25%,25.,101,345%,0%,0.,0%,0.,,,0%,0.,27.505542755,1,0%,95%,-4.1,,,27.505542755,17%,10.3,0%,0.,0%,0.,0%,0.,27.505542755,0%,0.,23,-97%,0%,0.,0%,0.,,,0%,0.,28.946353912,1,,99%,,,,28.946353912,7%,,0%,,0%,,0%,,28.946353912,0%,,794,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,PYVNA ZAPRAVKA,48.471035004,1,0%,65%,-7.9,,,48.471035004,28%,10.4,0%,0.,3%,2.6,20%,20.,48.471035004,0%,0.,21,25%,0%,0.,0%,0.,,,20%,20.,30.867647171,1,0%,72%,15.,,,30.867647171,18%,-5.1,0%,0.,0%,0.,0%,0.,30.867647171,0%,0.,17,-46%,0%,-20.,0%,0.,,,0%,0.,52.904052734,1,,57%,,,,52.904052734,23%,,0%,,0%,,0%,,52.904052734,0%,,31,,20%,,0%,,,,0%,
Ukraine,Grocery Stores,KHMELNYI LEV,47.405342102,1,0%,93%,-1.3,,,47.405342102,19%,-1.2,0%,0.,3%,2.6,25%,25.,47.405342102,33%,33.3,44,43%,17%,16.7,0%,0.,,,17%,16.7,37.637989044,1,0%,94%,-0.4,,,37.637989044,21%,-21.3,0%,0.,0%,0.,0%,0.,37.637989044,0%,-33.3,31,-6%,0%,0.,0%,0.,,,0%,-33.3,17.210720062,1,,94%,,,,17.210720062,42%,,0%,,0%,,0%,,17.210720062,33%,,33,,0%,,0%,,,,33%,
Ukraine,Alcohol Stores,VYNO UKRAINY,44.891994476,1,0%,83%,82.,,,44.891994476,13%,,0%,,0%,,0%,,44.891994476,0%,,39,,0%,,0%,,,,0%,,0,1,,1%,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,3.14VO,41.292350769,1,0%,61%,-29.7,,,41.292350769,20%,,85%,,20%,,50%,,41.292350769,0%,,27,,0%,,0%,,,,0%,,0,1,,91%,90.5,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,SHOPOPIVU?,40.494812012,1,0%,82%,2.7,,,40.494812012,23%,-5.9,30%,30.,16%,15.5,33%,33.3,40.494812012,0%,0.,36,-18%,0%,0.,0%,0.,,,0%,0.,26.281692505,1,0%,79%,-6.8,,,26.281692505,29%,7.6,0%,-58.5,0%,-24.,0%,0.,26.281692505,0%,-25.,44,63%,0%,0.,0%,0.,,,0%,0.,28.25510025,1,,86%,,,,28.25510025,22%,,58%,,24%,,0%,,28.25510025,25%,,27,,0%,,0%,,,,0%,
Ukraine,Specialty Stores,KAVALER TUTI,35.519008636,1,0%,31%,-11.4,,,35.519008636,18%,12.5,0%,0.,5%,4.5,33%,33.3,35.519008636,25%,25.,23,-66%,0%,-100.,0%,0.,,,0%,0.,165.818206787,1,0%,42%,-7.9,,,165.818206787,5%,-16.9,0%,0.,0%,0.,0%,0.,165.818206787,0%,0.,67,128%,100%,100.,0%,0.,,,0%,0.,10.852461815,1,,50%,,,,10.852461815,22%,,0%,,0%,,0%,,10.852461815,0%,,30,,0%,,0%,,,,0%,
